PK,NOMBRE,HORARIO,DESCRIPCION,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,same_as_wikidata_road,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,same_as_wikidata_neighborhoodOfMadrid,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO 1,TELEFONO 2,TELEFONO 3
4813757,Sala de estudio Julio Cortázar (Moncloa-Aravaca),De lunes a sábado de 9 a 14 y de 15 a 21 horas.  Cerrado: Domingos y festivos 24 25 y 31 de diciembre 1 de enero y 15 de agosto.,Puestos de lectura: 65 (de los 125 quedan reducidos a 65 por motivos de seguridad sanitaria). Zona wifi.,Metro: Valdezarza (línea 7) y Antonio Machado (línea 7).  Bus: 127 132 126.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53918917a2058110VgnVCM2000000c205a0aRCRD,ANTONIO MACHADO,street,https://www.wikidata.org/wiki/Q79007,20,MADRID,MADRID,28035,Valdezarza,https://www.wikidata.org/wiki/Q10388728,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,40.46678159096302,-3.7195669111891703,913 734 375,,
4815257,Sala de estudio Los Rosales,Consultar telefónicamente.,Puestos de lectura: 32,Bus: 85 Renfe: Villaverde Bajo,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bcbc1e158558110VgnVCM1000000b205a0aRCRD,LOS ROSALES,avenue,https://www.wikidata.org/wiki/Q7543083,133,MADRID,MADRID,28021,Butarque,https://www.wikidata.org/wiki/Q390453,Villaverde,https://www.wikidata.org/wiki/Q919536,40.35074797433515,-3.6773064421969233,917 109 273,,
6468021,Sala de estudio Luis García Berlanga (Tetuán),De lunes a domingo de 9 a 21 horas Festivos cerrado,Puestos de lectura: 60 personas Zona wifi,Metro: Valdeacederas (línea 1)  Bus: 49  66 124,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5abe23a26bd7310VgnVCM1000000b205a0aRCRD,VIÑA VIRGEN,street,https://www.wikidata.org/wiki/Q79007,2,MADRID,MADRID,28029,Almenara,https://www.wikidata.org/wiki/Q2265427,Tetuán,https://www.wikidata.org/wiki/Q1773540,40.46527083469685,-3.6940726509061683,915 133 253,,
4812602,Sala de estudio Luis Gonzaga (Chamartín),De lunes a domingo 9 a 21:30 horas.  Cerrado: festivos y mes de agosto.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Puestos de lectura: 98 (reducido 32) Zona wifi,Metro: Cruz del Rayo (línea 9)  Bus: 29 52 1  Bicimad: Estación 146 (calle María Francisca 1),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e653d0a471148110VgnVCM1000000b205a0aRCRD,PRINCIPE DE VERGARA,street,https://www.wikidata.org/wiki/Q79007,142,MADRID,MADRID,28002,Ciudad Jardín,https://www.wikidata.org/wiki/Q3773744,Chamartín,https://www.wikidata.org/wiki/Q1766348,40.44489723228663,-3.6780972922453685,915 886 596,,
5753512,Sala de estudio Maestro Alonso (Salamanca),Consultar telefónicamente.,Puestos de lectura: 26 Zona wifi,Metro: Ventas (líneas 2 5)  Bus: 12 21 53 106 110 146 210 38  Bicimad: Estación 187 (calle Alejandro González 1),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e894be85b37a9210VgnVCM1000000b205a0aRCRD,MAESTRO ALONSO,street,https://www.wikidata.org/wiki/Q79007,6,MADRID,MADRID,28028,Fuente del Berro,https://www.wikidata.org/wiki/Q3814564,Salamanca,https://www.wikidata.org/wiki/Q1773521,40.42938854032785,-3.664855511110751,913 560 807,917 268 800,
4815260,Sala de estudio Marconi,Consultar telefónicamente.,Puestos de lectura: 16,Bus: 79,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcffc1e158558110VgnVCM1000000b205a0aRCRD,COLONIA MARCONI,entrance,https://www.wikidata.org/wiki/Q1137365,4,MADRID,MADRID,28021,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,Villaverde,https://www.wikidata.org/wiki/Q919536,40.334751832113774,-3.700809560921597,917 100 232,,
5753637,Sala de estudio Montecarmelo (Fuencarral - El Pardo),De lunes a sábado Turno de mañana- de 9 a 14 horas Turno de tarde- de 16 a 21 horas,Normas generales:  Uso obligatorio de la mascarilla. Mantener distancia de seguridad. Una vez se ocupa el puesto queda terminantemente prohibido cambiar de sitio o puesto.             Prohibido comer en la sala. Mantenerse en silencio. Cumplir los horarios estipulados. El incumplimiento de estas normas puede suponer la denegación de uso de la sala.,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae87964bd47a9210VgnVCM1000000b205a0aRCRD,SANTUARIO DE VALVERDE.,avenue,https://www.wikidata.org/wiki/Q7543083,114,MADRID,MADRID,28049,El Goloso,https://www.wikidata.org/wiki/Q10271137,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,40.51635495615339,-3.685946562681175,917 364 151,,
10751094,Sala de estudio Motilla del Palancar (Hortaleza),De lunes a domingos y festivos de 9 a 22 horas.,Puestos de lectura: 60 Wifi,Metro: Canillas (línea 4)  Bus: 73 120 112 153,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2114531d18a4610VgnVCM1000001d4a900aRCRD,MOTILLA DEL PALANCAR,street,https://www.wikidata.org/wiki/Q79007,13,MADRID,MADRID,28043,Canillas,https://www.wikidata.org/wiki/Q9694341,Hortaleza,https://www.wikidata.org/wiki/Q1928529,40.46532067984838,-3.633321598436636,683 498 715,,
4814223,Sala de estudio Oporto (Carabanchel),Lunes a viernes: de 9 a 14 y de 16:30 a 20:30 horas. Sábados: de 10 a 13:30 y de 16:30 a 20:30 horas. Agosto cerrado.,Puestos de lectura: 20 Zona wifi en planta baja.,Metro: Oporto (líneas 5 6)  Opañel (línea 6)  Bus: 55 81 108 118 81 247,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0295d1a2d9058110VgnVCM1000000b205a0aRCRD,OPORTO,avenue,https://www.wikidata.org/wiki/Q7543083,78,MADRID,MADRID,28019,Opañel,https://www.wikidata.org/wiki/Q3813756,Carabanchel,https://www.wikidata.org/wiki/Q1001991,40.38684744124125,-3.727740326743959,914 603 801,,
5753811,Sala de estudio San Cristóbal,Consultar telefónicamente.,Puestos de lectura: 40,Metro: Villaverde Alto (línea 3) Bus: 59 79,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ae90a3bb87a9210VgnVCM1000000b205a0aRCRD,PINAZO,square,https://www.wikidata.org/wiki/Q174782,9,MADRID,MADRID,28021,San Cristóbal,https://www.wikidata.org/wiki/Q390457,Villaverde,https://www.wikidata.org/wiki/Q919536,40.34267317099495,-3.6914487380508842,917 100 410,,
6478893,Sala de estudio Sanchinarro (Hortaleza),De lunes a viernes: 9 a 15 y de 16 a 22 horas.,Puestos de lectura: 61 Wifi,Bus: 172 173 174,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=459b10e528908310VgnVCM1000000b205a0aRCRD,PRINCESA DE EBOLI,street,https://www.wikidata.org/wiki/Q79007,29,MADRID,MADRID,28050,Valdefuentes,https://www.wikidata.org/wiki/Q10388714,Hortaleza,https://www.wikidata.org/wiki/Q1928529,40.49035310157377,-3.655261744717257,915 000 603,,
4815268,Sala de estudio Santa Petronila,Consultar telefónicamente.,Puestos de lectura: 15,Metro: Villaverde Bajo Cruce (línea 3)  Bus: 59 79 85 Renfe: Villaverde Bajo,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b65c1e158558110VgnVCM1000000b205a0aRCRD,MARIA MARTINEZ OVIOL,street,https://www.wikidata.org/wiki/Q79007,12,MADRID,MADRID,28021,Los Rosales,https://www.wikidata.org/wiki/Q10319807,Villaverde,https://www.wikidata.org/wiki/Q919536,40.35087114162283,-3.691508909255186,917 109 710,,
4815389,Sala de estudio Valdebernardo (Vicálvaro),Sábados domingos y festivos de 9 a 13:45 y de 16 a 19:45 horas. Agosto cerrado.,Dos salas de estudio. Puestos de lectura: 60. Zona wifi.,Metro: Valdebernardo (línea 9).  Bus: 130 71 8.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1dc9c0e48a558110VgnVCM1000000b205a0aRCRD,INDALECIO PRIETO,boulevard,https://www.wikidata.org/wiki/Q54114,21,MADRID,MADRID,28032,CASCO H.VICALVARO,,Vicálvaro,https://www.wikidata.org/wiki/Q589403,40.39982891410407,-3.621281890570377,913 016 460,,
10107814,Sala de estudio y lectura Arquitecto Juan de Herrera (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 20 Zona wifi,Bus: 119 138,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6c61366ded5510VgnVCM1000001d4a900aRCRD,MARIA DEL CARMEN,street,https://www.wikidata.org/wiki/Q79007,65,MADRID,MADRID,28011,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,Latina,https://www.wikidata.org/wiki/Q794954,40.40647389284976,-3.7327010920242043,914 649 304,,
10107379,Sala de estudio y lectura Cayetano Pando (Latina),Abierta todo el año salvo segunda quincena de julio y primera de agosto.   Lunes a Viernes de 8 a 22 h.  Sábados de 9 a 14 h.  Julio y Septiembre: L a V de 9 a 21 h.  Agosto: L a V de 9 a 21 h.,Puestos de lectura: 40.  Períodos extraordinarios de apertura:  PRIMER PERÍODO:   Del   29 de mayo al 11 de junio (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas     Sábados y Domingos.- De 9.00 a 22.00 horas   SEGUNDO PERÍODO:   Del   26 de junio al 9 de julio  (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas.     Sábados y Domingos.- De 9.00 a 22.00 horas.,Metro: Lucero y Laguna (línea 6) Cercanías Renfe: Laguna (línea C5).  Bus: 31 138.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f565aea7089d5510VgnVCM1000001d4a900aRCRD,CAYETANO PANDO,street,https://www.wikidata.org/wiki/Q79007,8,MADRID,MADRID,28047,Lucero,https://www.wikidata.org/wiki/Q31162,Latina,https://www.wikidata.org/wiki/Q794954,40.40281371620686,-3.746531777787898,915 264 475,,
10107362,Sala de estudio y lectura Cebreros (Latina),Abierta todo el año salvo segunda quincena de julio y primera de agosto   Lunes a Viernes de 8 a 22 h.   Sábados de 9 a 14 h.   Julio y Septiembre: L a V de 9 a 21 h.   Agosto: L a V de 9 a 21 h.,Puestos de lectura: 63.  Períodos extraordinarios de apertura:  PRIMER PERÍODO:   Del   29 de mayo al 11 de junio (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas     Sábados y Domingos.- De 9.00 a 22.00 horas   SEGUNDO PERÍODO:   Del   26 de junio al 9 de julio  (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas.     Sábados y Domingos.- De 9.00 a 22.00 horas.,Metro: Lucero (línea 6) Batán (línea 10). Bus: 138 36 39 65.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d52aea7089d5510VgnVCM1000001d4a900aRCRD,CEBREROS,street,https://www.wikidata.org/wiki/Q79007,66,MADRID,MADRID,28011,Lucero,https://www.wikidata.org/wiki/Q31162,Latina,https://www.wikidata.org/wiki/Q794954,40.40512065478807,-3.748466414403756,914 796 964,,
8041433,Sala de estudio y lectura Centro Sociocultural Latina (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 44. Zona wifi.,Bus: 155. Cercanías Renfe: Fanjul (C5).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a9e1f61dd74d410VgnVCM1000000b205a0aRCRD,RODRIGO DE ARANA,street,https://www.wikidata.org/wiki/Q79007,50,MADRID,MADRID,28044,Las Águilas,https://www.wikidata.org/wiki/Q5971372,Latina,https://www.wikidata.org/wiki/Q794954,40.3796456555054,-3.7659493469010017,915 095 470,,
10107702,Sala de estudio y lectura Escritor Pedro de Répide (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 16 Zona wifi,Bus: 119 138,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0861366ded5510VgnVCM1000001d4a900aRCRD,MARIA DEL CARMEN,street,https://www.wikidata.org/wiki/Q79007,65,MADRID,MADRID,28011,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,Latina,https://www.wikidata.org/wiki/Q794954,40.40647389284976,-3.7327010920242043,914 649 304,,
8041409,Sala de estudio y lectura José Luis Sampedro (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 54. Zona wifi.,Metro: Laguna (línea 6) Lucero (línea 6). Bus: 55. Renfe: Laguna (C5),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3e91f61dd74d410VgnVCM1000000b205a0aRCRD,CASTROSERNA,street,https://www.wikidata.org/wiki/Q79007,4,MADRID,MADRID,28047,Lucero,https://www.wikidata.org/wiki/Q31162,Latina,https://www.wikidata.org/wiki/Q794954,40.40179182285599,-3.7491601722547996,915 267 820,915 267 821,
10107309,Sala de estudio y lectura Maqueda (Latina),Abierta todo el año salvo segunda quincena de julio y primera de agosto   Lunes a Viernes de 8 a 22 h.   Sábados de 9 a 14 h.   Julio y Septiembre: L a V de 9 a 21 h.   Agosto: L a V de 9 a 21 h.,Puestos de lectura: 68.  Períodos extraordinarios de apertura:  PRIMER PERÍODO:   Del   29 de mayo al 11 de junio (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas     Sábados y Domingos.- De 9.00 a 22.00 horas   SEGUNDO PERÍODO:   Del   26 de junio al 9 de julio  (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas.     Sábados y Domingos.- De 9.00 a 22.00 horas.,Metro: Campamento (línea 5) Empalme (línea 10).  Bus: 121 25.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afacaea7089d5510VgnVCM1000001d4a900aRCRD,MAQUEDA,street,https://www.wikidata.org/wiki/Q79007,5,MADRID,MADRID,28024,Aluche,https://www.wikidata.org/wiki/Q31140,Latina,https://www.wikidata.org/wiki/Q794954,40.39468264667264,-3.7646257427725063,917 110 369,,
8041448,Sala de estudio y lectura Miguel Hernández (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábado de 9 a 13:30 horas.,Puestos de lectura: 42.,Bus: 34 117 139 39. Cercanías Renfe: Las Aguilas (C5).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3431f61dd74d410VgnVCM1000000b205a0aRCRD,SERRADILLA,street,https://www.wikidata.org/wiki/Q79007,13,MADRID,MADRID,28044,Las Águilas,https://www.wikidata.org/wiki/Q5971372,Latina,https://www.wikidata.org/wiki/Q794954,40.378853797128336,-3.7819616113032115,917 066 300,,
10107172,Sala de estudio y lectura Paseo de Extremadura (Latina),Abierta todo el año salvo segunda quincena de julio y primera de agosto   Lunes a Viernes de 8 a 22 h.   Sábados de 9 a 14 h. .   Julio y Septiembre: L a V de 9 a 21 h.   Agosto: L a V de 9 a 21 h.,Puestos de lectura: 48.  Períodos extraordinarios de apertura:  PRIMER PERÍODO:   Del   29 de mayo al 11 de junio (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas     Sábados y Domingos.- De 9.00 a 22.00 horas   SEGUNDO PERÍODO:   Del   26 de junio al 9 de julio  (ambos inclusive) en el siguiente horario:     De lunes a viernes.- De 8.00 a 22.00 horas.     Sábados y Domingos.- De 9.00 a 22.00 horas.,Metro: Alto de Extremadura (línea 6).  Bus: 31 33 36 39 65.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae857f23530d5510VgnVCM2000001f4a900aRCRD,EXTREMADURA,promenade,https://www.wikidata.org/wiki/Q787113,128,MADRID,MADRID,28011,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,Latina,https://www.wikidata.org/wiki/Q794954,40.411111789264716,-3.7358157416157276,914 634 249,,
8041514,Sala de estudio y lectura Sara Montiel (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 54. Zona wifi.,Metro: Colonia Jardín (líneas 10 ML2 ML3). Bus: 65 H.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2cfd68daae74d410VgnVCM1000000b205a0aRCRD,BOADILLA DEL MONTE,road,https://www.wikidata.org/wiki/Q34442,40,MADRID,MADRID,28024,Campamento,https://www.wikidata.org/wiki/Q31169,Latina,https://www.wikidata.org/wiki/Q794954,40.398830008074896,-3.7666969961921692,915 120 890,,
7989332,Sala de estudio y lectura del Centro Cultural Las Californias (Retiro),De lunes a viernes: 09.00 a 14.00 h y de 16.00 a 22.00 h Sábados: de 10.00 h a 14.00 h y de 16.00 a 21.00 h. Domingos: CERRADO.,Zona wifi Atención básica en lengua de signos.,Metro: Puente de Vallecas (línea 1)  Mendez Álvaro (línea 6)  Bus: 113 148  Cercanías RENFE: Mendez Álvaro Estación Sur (líneas C1 C5 C7 C10 Regional),1 y 4,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1626bbe4eb1cc410VgnVCM1000000b205a0aRCRD,LUIS PEIDRO,street,https://www.wikidata.org/wiki/Q79007,2,MADRID,MADRID,28007,Adelfas,https://www.wikidata.org/wiki/Q3774001,Retiro,https://www.wikidata.org/wiki/Q2002296,40.39701377469427,-3.6735395596361586,915 016 942,,
4815242,Sala de estudio Ágata,Consultar telefónicamente.,Puestos de lectura: 25,Bus: 22 79 86 130 131,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a760c4d87558110VgnVCM1000000b205a0aRCRD,DOCTOR MARTIN AREVALO,street,https://www.wikidata.org/wiki/Q79007,2,MADRID,MADRID,28021,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,Villaverde,https://www.wikidata.org/wiki/Q919536,40.34636268334182,-3.708524395897377,917 109 300,,
4815493,Sala de lectura Pilares (Barajas),De lunes a viernes de 8 a 14 horas.,Puestos de lectura: 72 Wifi,Metro: Barajas (línea 8)  Bus: 101 105 115,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=747e48136c558110VgnVCM1000000b205a0aRCRD,LOS PILARES,street,https://www.wikidata.org/wiki/Q79007,3,MADRID,MADRID,28042,CASCO H.BARAJAS,,Barajas,https://www.wikidata.org/wiki/Q807230,40.47504564286,-3.577805996745736,915 888 103,,
5753771,Salas de estudio Centro Cultural Pozo del tío Raimundo (Puente de Vallecas),De lunes a viernes de 8:30 a 21:30 horas. Sábados de 10 a 13:45 y de 16 a 19:45 horas. Domingos y festivos de 10 a 13:45 horas. Julio de lunes a viernes de 8:30 a 20:30 sábados domingos y festivos cerrado. Agosto cerrado.,Puestos de lectura: 20 reducido a 10 puestos dividido en dos salas. Zona wifi.,Bus: 102 24 103.  Cercanías Renfe: El Pozo (línea C2).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a831c35f67a9210VgnVCM1000000b205a0aRCRD,DE LAS GLORIETAS,avenue,https://www.wikidata.org/wiki/Q7543083,19,MADRID,MADRID,28053,Entrevías,https://www.wikidata.org/wiki/Q71756,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,40.3735856436473,-3.6602546064905397,917 866 372,917 866 644,
7988710,Salas de estudio Centro cultural Mercado de Ibiza (Retiro),De lunes a viernes de 9 a 13:50 y de 16:30 a 20:30 horas.  Sábados de 9 a 13:50 horas. Domingos: Cerrado. Agosto cerrado.,Dos salas de estudio y lectura:   Puestos de lectura: 38 Zona wifi,Metro: Ibiza (línea 9)  Bus: 15 2 215 26 61 63 C1 C2 152 20  Bicimad: Estación 181 (calle ibiza 18),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddfec642771cc410VgnVCM1000000b205a0aRCRD,IBIZA,street,https://www.wikidata.org/wiki/Q79007,8,MADRID,MADRID,28009,Ibiza,https://www.wikidata.org/wiki/Q15249910,Retiro,https://www.wikidata.org/wiki/Q2002296,40.41817164604735,-3.6773809757021385,915 572 601,,
8071910,Salas de estudio Miguel de Cervantes (San Blas - Canillejas),Lunes a domingo de 10 a 14:30 y 16:30 a 21 horas.,Puestos de lectura: 58 Zona wifi,Bus: 140 48 167 28,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ef476e159ead410VgnVCM1000000b205a0aRCRD,ALIAGA,street,https://www.wikidata.org/wiki/Q79007,5,MADRID,MADRID,28022,Canillejas,https://www.wikidata.org/wiki/Q663013,San Blas,https://www.wikidata.org/wiki/Q2001937,40.43664778776818,-3.611362970564875,917 430 078,,
